2368,44,81,9,344,72,96.91666667,0,0,0,1,0,0.013888889,0.055555556,0.027777778,0.027777778,0.013888889,0.013888889,0.013888889,0.013888889,0.013888889,0.111111111,0.097222222,0.041666667,0.152777778,0.027777778,0.055555556,0,0.041666667,0.055555556,0,0.027777778,0.097222222,0.069444444,0.027777778,0.611111111,28.68055556,0.291666667,1,0,0,1,0,0,1,0,0,0,0.469383,0.475418,0,0.452583,0,0,0,253,253,253,254,254,254,3,3,3,1,1,1,0.416666667,0.680555556,6.234444444,5.67125,5.694861111,0,0,0,0.083333333,0.083333333,0.023625,0.012625,0.008652778,0.002472222,0.011111111,0.004777778,0.007125,0.005361111,0.139236111,0.011847222,0.004083333,0.008236111,0.011819444,0.010055556,0.005069444,0.007861111,0.001305556,0.005402778,0.002097222,0.007361111,0.008569444,0.005638889,0.063652778,8.33E-04,0.002041667,0,0.027777778,0,0.013888889,0,0,0,0,0,0.055555556,1
1438,454,127,17,194,120,103.3833333,0.608333333,0,0.358333333,0.033333333,0,0,0,0.016666667,0.075,0.075,0.1,0,0.15,0.116666667,0.1,0.133333333,0.083333333,0.033333333,0.033333333,0.025,0.016666667,0.041666667,0,0,0,0,0,0,0.016666667,50.31666667,0.366666667,1,0,0,1,0,0,1,0,0.118656,0.199709,0.576866,0.471045,0.118359,0.564148,255,255,255,8,6,6,248,248,248,250,236,18,30,30,30,0.708333333,0.225,9.643833333,7.658333333,8.158083333,0.008333333,0,0,0.016666667,0.116666667,0.006233333,0.007691667,0.006966667,0.007341667,0.019333333,0.007075,0.005033333,0.004391667,0.490283333,0.00745,0.001508333,0.006991667,0.010958333,0.008691667,0.001425,0.003783333,0.002058333,0.002925,0.003533333,0.006766667,0.005416667,0.002091667,0.124658333,0.001566667,0.002025,0,0,0,0,0,0,0,0,0,0.008333333,0
44190,715,593,40,8238,608,74.58552632,0.233552632,0.741776316,0,0.024671053,0.009868421,0.039473684,0.034539474,0.03125,0.032894737,0.021381579,0.046052632,0.046052632,0.037828947,0.074013158,0.047697368,0.050986842,0.083881579,0.064144737,0.105263158,0.065789474,0.087171053,0.050986842,0.026315789,0.032894737,0.001644737,0.004934211,0.001644737,0.003289474,0.129934211,1206.055921,0.416118421,1,0,0,1,0,0,1,0,0.259385,0.311946,0.56369,0.46855,0.006075,0.546675,131,131,132,245,245,245,252,252,252,16,16,18,3,3,5,0.03125,0.049342105,0.758240132,0.628585526,0.688009868,0.008223684,0,0,0.001644737,0,0.011809211,0.011983553,0.018037829,0.030578947,0.025995066,0.004134868,0.014789474,0.014875,0.487388158,0.007060855,0.005805921,0.011105263,0.031386513,0.014427632,0.003480263,0.012664474,0.007225329,5.67E-04,0.005802632,0.015393092,0.018159539,0.006917763,0.117445724,0.006996711,0.00840625,0,0.001644737,0,0,0,0,0,0,0,0,0
252,13,38,1,6,23,136.4347826,1,0,0,0,0,0,0,0,0,0,0.913043478,0.086956522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.086956522,1,0,1,0,0,0,0,1,0.147576,0.201884,0.519898,0.436151,0.102745,0.463547,5,3,3,41,37,37,133,95,98,243,240,240,253,253,253,0.652173913,1.173913043,16.6026087,15.65434783,15.4226087,0,0,0,0.173913043,0.043478261,0.022130435,0.024043478,0.010173913,0.00226087,0.008304348,0.008304348,0.003130435,0.016565217,0.073695652,0.019869565,0.003826087,0.019434783,0.007347826,0.011608696,0.007391304,0.013608696,0.010391304,0.01973913,0.005,0.004608696,0.012913043,0.007391304,0.042913043,0.001043478,0,0,0,0,0,0.043478261,0,0,0,0,0,1
16375,333,332,11,710,158,114.664557,0.006329114,0,0.993670886,0,0,0.006329114,0,0,0.025316456,0.082278481,0.088607595,0.234177215,0.094936709,0.050632911,0.063291139,0.050632911,0.025316456,0.050632911,0.012658228,0.050632911,0.018987342,0.050632911,0.03164557,0.025316456,0.03164557,0.006329114,0,0,0.272151899,2308.898734,0.069620253,1,0,0,1,0,1,0,0,0.232774,0.264972,0.423996,0.435969,0.368956,0.413469,248,252,251,248,198,132,46,32,29,11,7,9,0,0,0,0.474683544,0.911392405,7.200886076,6.778860759,6.63835443,0.006329114,0,0.012658228,0.063291139,0.018987342,0.032018987,0.026575949,0.037151899,0.049088608,0.042481013,0.010170886,0.027056962,0.026867089,0.275943038,0.02156962,0.009006329,0.027120253,0.056196203,0.030974684,0.00543038,0.025037975,0.013221519,0.006702532,0.010740506,0.031329114,0.028196203,0.014056962,0.095746835,0.011708861,0.015367089,0,0.037974684,0.006329114,0,0,0,0.012658228,0,0,0.03164557,0
46466,5163,154,72,70579,2164,50.14371534,0,0.970887246,0,0.029112754,0.092883549,0.087338262,0.058687616,0.052680222,0.022643253,4.62E-04,0,0.004621072,9.24E-04,0.00831793,0.014787431,0.028650647,0.025878004,0.030036969,0.048983364,0.055452865,0.03650647,0.054990758,0.040203327,0.057301294,0.060536044,0.06792976,0.057763401,0.092421442,0.263863216,514.4048059,1.20194085,0,0,0,1,0,0,1,0,0.031527,0.0521034,0.605609,0.41119,0.0502125,0.558144,243,222,211,252,252,252,209,189,181,193,191,190,23,23,23,0.200092421,0.351201479,4.275184843,3.610526802,3.666977819,0.029112754,0.007855823,0.037892791,0.11090573,0.018946396,0.023536969,0.0118378,0.015439464,0.010434843,0.017104898,0.003189926,0.006530499,0.008292976,0.390202403,0.007572551,0.002287431,0.010056839,0.014202865,0.007768022,0.002104436,0.007218115,0.004690388,0.002880314,0.004407579,0.011062847,0.007742144,0.004726433,0.104610906,0.002844732,0.004191774,0,0.033733826,0.002310536,9.24E-04,0,0,0.002772643,0,0,0.010628466,0
48816,1316,612,3,6702,12,95.16666667,0,0,0.833333333,0.166666667,0,0,0,0,0,0,0,0.5,0.25,0,0,0.166666667,0.083333333,0,0,0,0,0,0,0,0,0,0,0,0.25,7.25,0.166666667,1,0,0,0,1,0,1,0,0.244636,0.265653,0.387496,0.402909,0.391822,0.340356,208,187,170,211,203,199,200,188,183,55,47,42,12,11,11,0.083333333,0.583333333,5.183333333,4.3225,4.275833333,0.166666667,0,0,0.5,0,0.014333333,0.017666667,0.033916667,0.0195,0.020333333,0.006083333,0.01225,0.024333333,0.320666667,0.022583333,0.0045,0.012416667,0.02675,0.01725,0.00175,0.022333333,0.005666667,0.013,0.01775,0.023083333,0.021666667,0.0065,0.098333333,0.0045,0.00525,0,0,0,0,0,0,0,0,0,0,0
368,90,218,1,731,11,79.36363636,0,1,0,0,0,0,0,0,0,0,0,0.090909091,0,0.272727273,0,0.090909091,0.090909091,0,0,0,0.090909091,0,0.090909091,0.090909091,0.090909091,0.090909091,0,0,0.363636364,2144.272727,0.272727273,1,0,0,0,1,1,0,0,0.0604231,0.0516473,0.572312,0.402647,0.0886688,0.548638,189,185,186,241,237,240,183,178,180,128,124,128,15,14,15,0.818181818,0.727272727,13.23,10.59181818,10.87181818,0.181818182,0,0,0,0,0.016545455,0.014272727,0.016272727,0.021272727,0.043,0.006272727,0.011727273,0.011090909,0.219818182,0.021181818,0.003545455,0.022454545,0.024636364,0.026363636,0.003090909,0.013363636,0.011545455,0.006909091,0.013272727,0.013090909,0.017909091,0.005727273,0.066545455,0.004909091,0.005727273,0,0,0,0,0,0,0,0,0,0,1
35778,218,189,11,46389,2731,53.33504211,0.838520688,0.160014647,0,0.001464665,0.112046869,0.090809227,0.092640059,0.089710729,0.052727938,0.069937752,0.045404614,0.064811424,0.032954962,0.016843647,0.00292933,0.005126327,0,0,0,0,0,0,3.66E-04,0.022336141,0.061882094,0.096667887,0.040278286,0.102526547,0.476748444,501.394361,2.307213475,0,0,0,1,0,0,1,0,0.148047,0.203645,0.496044,0.392304,0.247483,0.396389,22,22,22,30,31,30,62,92,42,253,253,253,234,201,179,0.220798242,0.400952032,3.811303552,3.372123764,3.402273892,0.008421824,0.001830831,0.002563164,0.114243867,0.008055657,0.025777005,0.012539729,0.00994654,0.007679605,0.012604907,0.003846943,0.006108385,0.007313072,0.233194068,0.011129989,0.002153057,0.011607104,0.01329989,0.007071402,0.002379348,0.007148663,0.003873673,0.004667521,0.002453314,0.013117173,0.007154522,0.005742219,0.076985353,0.002075064,0.004455145,0,0.00878799,7.32E-04,0,0,0,0.003661662,3.66E-04,0,0.015012816,0
654,24,77,2,6037,19,79.73684211,1,0,0,0,0.052631579,0,0,0,0,0,0,0,0,0,0.105263158,0.105263158,0.105263158,0,0,0,0,0.052631579,0.105263158,0.105263158,0.052631579,0.105263158,0.052631579,0.157894737,0.736842105,0,0.105263158,1,0,0,1,0,0,1,0,0.237992,0.259877,0.597544,0.392126,2.40E-04,0.504345,253,253,253,25,13,20,48,29,55,0,0,0,76,30,23,0.421052632,0.578947368,5.785263158,4.610526316,4.84,0,0,0,0.105263158,0,0.013263158,0.012842105,0.013315789,0.001894737,0.011894737,0.009368421,0.007263158,0.002789474,0.050526316,0.016315789,0.005052632,0.015157895,0.007947368,0.001684211,0.001736842,0.005894737,0.005368421,0.009315789,6.32E-04,0.004947368,0.006210526,0.015526316,0.035210526,0.001263158,0.001421053,0,0,0,0.052631579,0,0,0,0,0,0,1
